team,score,attempts_ibox,attempts_obox
Southampton,1,4.0,6.0
Southampton,3,12.0,10.0
Southampton,3,9.0,3.0
Southampton,1,6.0,5.0
Southampton,2,7.0,5.0
Southampton,2,7.0,7.0
Southampton,1,10.0,4.0
Southampton,1,7.0,6.0
Southampton,2,9.0,2.0
Southampton,1,3.0,2.0
Southampton,1,7.0,4.0
Southampton,3,5.0,7.0
Southampton,2,5.0,11.0
Southampton,1,7.0,7.0
Southampton,0,14.0,8.0
Southampton,0,9.0,6.0
Southampton,2,8.0,6.0
Southampton,1,5.0,6.0
Southampton,0,9.0,9.0
Southampton,0,7.0,4.0
Southampton,1,7.0,1.0
Southampton,1,8.0,7.0
Southampton,1,7.0,1.0
Southampton,2,4.0,5.0
Southampton,0,6.0,4.0
Southampton,1,6.0,4.0
Southampton,2,7.0,1.0
Southampton,0,1.0,5.0
Southampton,3,6.0,7.0
Southampton,0,5.0,7.0
Southampton,1,13.0,5.0
Southampton,2,10.0,9.0
Southampton,1,9.0,4.0
Southampton,0,2.0,0.0
Southampton,0,7.0,10.0
Southampton,0,6.0,1.0
Southampton,2,11.0,8.0
Southampton,1,9.0,6.0
