team,score,attempts_ibox,attempts_obox
Arsenal,1,13.0,7.0
Arsenal,2,8.0,4.0
Arsenal,2,6.0,1.0
Arsenal,2,9.0,5.0
Arsenal,5,12.0,4.0
Arsenal,2,10.0,2.0
Arsenal,2,11.0,4.0
Arsenal,2,10.0,3.0
Arsenal,4,16.0,4.0
Arsenal,3,9.0,2.0
Arsenal,1,8.0,6.0
Arsenal,4,13.0,9.0
Arsenal,1,5.0,5.0
Arsenal,1,9.0,3.0
Arsenal,3,12.0,7.0
Arsenal,2,6.0,3.0
Arsenal,2,5.0,4.0
Arsenal,3,9.0,8.0
Arsenal,0,5.0,4.0
Arsenal,3,12.0,5.0
Arsenal,0,5.0,1.0
Arsenal,1,5.0,6.0
Arsenal,1,13.0,6.0
Arsenal,0,6.0,1.0
Arsenal,1,7.0,2.0
Arsenal,2,9.0,0.0
Arsenal,1,2.0,2.0
Arsenal,0,6.0,5.0
Arsenal,1,5.0,3.0
Arsenal,1,4.0,3.0
Arsenal,2,7.0,6.0
Arsenal,2,6.0,3.0
Arsenal,2,11.0,9.0
Arsenal,2,4.0,3.0
Arsenal,5,6.0,3.0
Arsenal,2,8.0,0.0
Arsenal,3,11.0,6.0
Arsenal,2,9.0,6.0
