team,score,attempts_ibox,attempts_obox
Burnley,1,0.0,0.0
Burnley,2,0.0,0.0
Burnley,0,0.0,0.0
Burnley,1,0.0,0.0
Burnley,0,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,4,0.0,0.0
Burnley,1,0.0,0.0
Burnley,3,0.0,0.0
Burnley,1,0.0,0.0
Burnley,3,0.0,0.0
Burnley,2,0.0,0.0
Burnley,0,0.0,0.0
Burnley,2,0.0,0.0
Burnley,1,6.0,8.0
Burnley,2,0.0,0.0
Burnley,0,0.0,0.0
Burnley,1,0.0,0.0
Burnley,2,0.0,0.0
Burnley,1,0.0,0.0
Burnley,0,0.0,0.0
Burnley,0,0.0,0.0
Burnley,1,0.0,0.0
Burnley,2,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,1,0.0,0.0
Burnley,0,0.0,0.0
Burnley,0,0.0,0.0
Burnley,0,0.0,0.0
Burnley,0,0.0,0.0
Burnley,1,0.0,0.0
Burnley,0,0.0,0.0
Burnley,0,0.0,0.0
