team,score,attempts_ibox,attempts_obox
Manchester City,3,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,5,0.0,0.0
Manchester City,0,0.0,0.0
Manchester City,3,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,0,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,4,0.0,0.0
Manchester City,3,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,5,11.0,4.0
Manchester City,2,0.0,0.0
Manchester City,3,0.0,0.0
Manchester City,1,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,4,0.0,0.0
Manchester City,0,0.0,0.0
Manchester City,0,0.0,0.0
Manchester City,3,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,4,0.0,0.0
Manchester City,0,0.0,0.0
Manchester City,3,0.0,0.0
Manchester City,2,0.0,0.0
Manchester City,4,0.0,0.0
