team,score,attempts_ibox,attempts_obox
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,4,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,3,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,2,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,0,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
Leicester City,1,0.0,0.0
