team,score,attempts_ibox,attempts_obox
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,3,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,3,0.0,0.0
Tottenham Hotspur,5,0.0,0.0
Tottenham Hotspur,3,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,7,0.0,0.0
Tottenham Hotspur,6,0.0,0.0
Tottenham Hotspur,0,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,3,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,0,0.0,0.0
Tottenham Hotspur,0,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,0,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,0,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
Tottenham Hotspur,2,0.0,0.0
Tottenham Hotspur,4,0.0,0.0
Tottenham Hotspur,1,0.0,0.0
