team,score,attempts_ibox,attempts_obox
West Ham United,0,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,3,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,2,8.0,11.0
West Ham United,1,9.0,7.0
West Ham United,2,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,3,0.0,0.0
West Ham United,3,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,4,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,0,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,2,0.0,0.0
West Ham United,1,0.0,0.0
West Ham United,1,0.0,0.0
