team,score,attempts_ibox,attempts_obox
Arsenal,5,13.0,3.0
Arsenal,4,12.0,8.0
Arsenal,3,7.0,6.0
Arsenal,3,17.0,7.0
Arsenal,3,10.0,1.0
Arsenal,0,5.0,5.0
Arsenal,5,12.0,3.0
Arsenal,4,14.0,2.0
Arsenal,2,9.0,5.0
Arsenal,3,5.0,6.0
Arsenal,1,18.0,5.0
Arsenal,1,19.0,14.0
Arsenal,5,16.0,5.0
Arsenal,2,8.0,6.0
Arsenal,2,12.0,5.0
Arsenal,2,14.0,11.0
Arsenal,2,10.0,6.0
Arsenal,3,11.0,6.0
Arsenal,4,15.0,12.0
Arsenal,1,4.0,5.0
Arsenal,1,12.0,2.0
Arsenal,1,5.0,3.0
Arsenal,1,8.0,7.0
Arsenal,1,9.0,6.0
Arsenal,0,2.0,4.0
Arsenal,1,6.0,3.0
Arsenal,1,6.0,6.0
Arsenal,1,6.0,8.0
Arsenal,3,10.0,6.0
Arsenal,0,10.0,12.0
Arsenal,1,6.0,5.0
Arsenal,1,9.0,9.0
Arsenal,1,3.0,3.0
Arsenal,5,21.0,9.0
Arsenal,1,5.0,4.0
Arsenal,0,6.0,5.0
Arsenal,0,5.0,3.0
Arsenal,0,9.0,9.0
