team,score,attempts_ibox,attempts_obox
West Ham United,3,6.0,9.0
West Ham United,0,5.0,4.0
West Ham United,1,3.0,1.0
West Ham United,1,4.0,14.0
West Ham United,3,8.0,4.0
West Ham United,0,8.0,5.0
West Ham United,2,5.0,3.0
West Ham United,1,7.0,1.0
West Ham United,1,5.0,7.0
West Ham United,2,10.0,3.0
West Ham United,2,9.0,10.0
West Ham United,0,4.0,2.0
West Ham United,1,3.0,2.0
West Ham United,1,7.0,1.0
West Ham United,1,5.0,1.0
West Ham United,0,8.0,8.0
West Ham United,1,7.0,2.0
West Ham United,2,6.0,4.0
West Ham United,2,10.0,9.0
West Ham United,2,11.0,2.0
West Ham United,1,7.0,4.0
West Ham United,1,3.0,2.0
West Ham United,1,3.0,4.0
West Ham United,1,6.0,1.0
West Ham United,1,4.0,0.0
West Ham United,4,6.0,2.0
West Ham United,1,2.0,1.0
West Ham United,3,8.0,2.0
West Ham United,3,11.0,3.0
West Ham United,1,5.0,2.0
West Ham United,0,5.0,2.0
West Ham United,0,8.0,2.0
West Ham United,2,4.0,2.0
West Ham United,1,3.0,5.0
West Ham United,0,4.0,5.0
West Ham United,0,3.0,5.0
West Ham United,2,13.0,3.0
West Ham United,0,6.0,3.0
