team,score,attempts_ibox,attempts_obox
West Bromwich Albion,1,7.0,2.0
West Bromwich Albion,2,10.0,3.0
West Bromwich Albion,1,7.0,8.0
West Bromwich Albion,1,7.0,1.0
West Bromwich Albion,1,2.0,4.0
West Bromwich Albion,1,6.0,4.0
West Bromwich Albion,2,4.0,5.0
West Bromwich Albion,2,8.0,7.0
West Bromwich Albion,1,9.0,5.0
West Bromwich Albion,0,12.0,5.0
West Bromwich Albion,1,7.0,5.0
West Bromwich Albion,0,15.0,5.0
West Bromwich Albion,2,5.0,3.0
West Bromwich Albion,0,5.0,2.0
West Bromwich Albion,2,5.0,2.0
West Bromwich Albion,2,7.0,2.0
West Bromwich Albion,0,4.0,2.0
West Bromwich Albion,1,8.0,2.0
West Bromwich Albion,1,11.0,5.0
West Bromwich Albion,0,2.0,5.0
West Bromwich Albion,1,6.0,3.0
West Bromwich Albion,1,6.0,4.0
West Bromwich Albion,1,8.0,3.0
West Bromwich Albion,0,6.0,3.0
West Bromwich Albion,0,5.0,3.0
West Bromwich Albion,0,2.0,1.0
West Bromwich Albion,1,9.0,6.0
West Bromwich Albion,1,5.0,7.0
West Bromwich Albion,1,12.0,5.0
West Bromwich Albion,0,3.0,3.0
West Bromwich Albion,0,5.0,2.0
West Bromwich Albion,1,4.0,1.0
West Bromwich Albion,0,3.0,6.0
West Bromwich Albion,0,2.0,5.0
West Bromwich Albion,1,1.0,4.0
West Bromwich Albion,0,4.0,3.0
West Bromwich Albion,1,5.0,7.0
West Bromwich Albion,1,5.0,3.0
