team,score,attempts_ibox,attempts_obox
Liverpool,4,18.0,4.0
Liverpool,0,14.0,6.0
Liverpool,3,11.0,9.0
Liverpool,5,10.0,3.0
Liverpool,2,12.0,2.0
Liverpool,4,14.0,7.0
Liverpool,2,6.0,3.0
Liverpool,4,7.0,9.0
Liverpool,2,13.0,5.0
Liverpool,5,14.0,8.0
Liverpool,0,10.0,4.0
Liverpool,1,10.0,13.0
Liverpool,1,8.0,8.0
Liverpool,3,12.0,9.0
Liverpool,3,12.0,4.0
Liverpool,0,11.0,8.0
Liverpool,1,18.0,17.0
Liverpool,4,13.0,5.0
Liverpool,1,13.0,10.0
Liverpool,0,6.0,4.0
Liverpool,2,6.0,3.0
Liverpool,0,4.0,6.0
Liverpool,2,11.0,5.0
Liverpool,1,5.0,0.0
Liverpool,2,11.0,5.0
Liverpool,3,8.0,6.0
Liverpool,0,10.0,11.0
Liverpool,2,10.0,9.0
Liverpool,3,11.0,3.0
Liverpool,4,15.0,6.0
Liverpool,5,7.0,0.0
Liverpool,3,7.0,7.0
Liverpool,4,12.0,3.0
Liverpool,1,4.0,8.0
Liverpool,1,10.0,7.0
Liverpool,3,13.0,10.0
Liverpool,0,2.0,5.0
Liverpool,3,13.0,1.0
