team,score,attempts_ibox,attempts_obox
Everton,1,6.0,3.0
Everton,1,7.0,2.0
Everton,0,3.0,3.0
Everton,1,4.0,2.0
Everton,2,7.0,6.0
Everton,3,5.0,6.0
Everton,2,5.0,4.0
Everton,1,7.0,2.0
Everton,0,9.0,3.0
Everton,0,4.0,1.0
Everton,3,9.0,3.0
Everton,2,3.0,3.0
Everton,4,6.0,2.0
Everton,3,7.0,2.0
Everton,2,6.0,3.0
Everton,0,10.0,15.0
Everton,2,9.0,3.0
Everton,0,10.0,2.0
Everton,1,5.0,4.0
Everton,1,9.0,5.0
Everton,2,4.0,3.0
Everton,1,9.0,3.0
Everton,2,13.0,3.0
Everton,1,8.0,2.0
Everton,0,6.0,1.0
Everton,1,8.0,2.0
Everton,0,4.0,3.0
Everton,1,4.0,2.0
Everton,0,5.0,2.0
Everton,1,4.0,3.0
Everton,1,1.0,2.0
Everton,1,0.0,5.0
Everton,2,6.0,2.0
Everton,0,7.0,8.0
Everton,1,7.0,6.0
Everton,0,5.0,2.0
Everton,0,3.0,4.0
Everton,1,4.0,3.0
