team,score,attempts_ibox,attempts_obox
Burnley,1,10.0,3.0
Burnley,1,7.0,2.0
Burnley,1,5.0,4.0
Burnley,1,7.0,2.0
Burnley,1,13.0,8.0
Burnley,3,7.0,9.0
Burnley,0,11.0,4.0
Burnley,2,5.0,3.0
Burnley,1,13.0,7.0
Burnley,0,4.0,4.0
Burnley,1,6.0,1.0
Burnley,1,3.0,1.0
Burnley,0,12.0,3.0
Burnley,3,9.0,5.0
Burnley,2,10.0,3.0
Burnley,1,6.0,3.0
Burnley,2,8.0,5.0
Burnley,0,4.0,3.0
Burnley,3,8.0,2.0
Burnley,2,14.0,9.0
Burnley,1,5.0,1.0
Burnley,1,8.0,0.0
Burnley,1,7.0,1.0
Burnley,0,0.0,1.0
Burnley,0,5.0,2.0
Burnley,2,6.0,3.0
Burnley,2,4.0,1.0
Burnley,0,4.0,3.0
Burnley,0,3.0,3.0
Burnley,1,1.0,1.0
Burnley,0,5.0,2.0
Burnley,3,7.0,4.0
Burnley,0,5.0,1.0
Burnley,1,8.0,5.0
Burnley,2,8.0,2.0
Burnley,1,5.0,2.0
Burnley,1,8.0,5.0
Burnley,1,13.0,5.0
