team,score,attempts_ibox,attempts_obox
Manchester City,5,24.0,7.0
Manchester City,2,6.0,2.0
Manchester City,5,16.0,7.0
Manchester City,4,10.0,4.0
Manchester City,5,11.0,8.0
Manchester City,3,15.0,5.0
Manchester City,2,13.0,7.0
Manchester City,2,16.0,9.0
Manchester City,2,13.0,3.0
Manchester City,2,6.0,10.0
Manchester City,3,17.0,6.0
Manchester City,1,17.0,5.0
Manchester City,2,7.0,8.0
Manchester City,2,19.0,7.0
Manchester City,3,22.0,4.0
Manchester City,0,9.0,9.0
Manchester City,8,20.0,8.0
Manchester City,4,10.0,5.0
Manchester City,2,22.0,8.0
Manchester City,4,17.0,0.0
Manchester City,5,20.0,0.0
Manchester City,0,19.0,7.0
Manchester City,1,5.0,6.0
Manchester City,0,4.0,3.0
Manchester City,1,10.0,8.0
Manchester City,0,14.0,0.0
Manchester City,1,12.0,0.0
Manchester City,6,14.0,0.0
Manchester City,2,5.0,2.0
Manchester City,3,8.0,6.0
Manchester City,4,9.0,8.0
Manchester City,2,15.0,9.0
Manchester City,1,12.0,6.0
Manchester City,2,17.0,4.0
Manchester City,3,13.0,6.0
Manchester City,2,18.0,7.0
Manchester City,3,14.0,4.0
Manchester City,5,10.0,4.0
