team,score,attempts_ibox,attempts_obox
Leicester City,0,9.0,5.0
Leicester City,2,11.0,4.0
Leicester City,3,11.0,4.0
Leicester City,0,7.0,4.0
Leicester City,4,12.0,3.0
Leicester City,0,5.0,5.0
Leicester City,2,8.0,6.0
Leicester City,4,13.0,6.0
Leicester City,1,4.0,1.0
Leicester City,0,1.0,2.0
Leicester City,1,10.0,8.0
Leicester City,2,12.0,2.0
Leicester City,2,13.0,3.0
Leicester City,2,9.0,10.0
Leicester City,2,10.0,9.0
Leicester City,5,9.0,4.0
Leicester City,2,10.0,6.0
Leicester City,3,7.0,8.0
Leicester City,0,3.0,13.0
Leicester City,0,13.0,11.0
Leicester City,1,9.0,4.0
Leicester City,1,8.0,5.0
Leicester City,1,9.0,6.0
Leicester City,1,5.0,10.0
Leicester City,0,11.0,8.0
Leicester City,0,6.0,3.0
Leicester City,1,12.0,6.0
Leicester City,3,10.0,7.0
Leicester City,2,10.0,3.0
Leicester City,1,3.0,2.0
Leicester City,4,21.0,2.0
Leicester City,2,16.0,3.0
Leicester City,2,11.0,3.0
Leicester City,9,16.0,9.0
Leicester City,1,1.0,1.0
Leicester City,0,3.0,6.0
Leicester City,2,5.0,5.0
Leicester City,1,6.0,6.0
