team,score,attempts_ibox,attempts_obox
Southampton,3,7.0,6.0
Southampton,1,14.0,7.0
Southampton,1,3.0,5.0
Southampton,0,8.0,4.0
Southampton,0,4.0,2.0
Southampton,2,13.0,15.0
Southampton,1,6.0,4.0
Southampton,2,9.0,2.0
Southampton,1,8.0,4.0
Southampton,1,10.0,4.0
Southampton,0,7.0,4.0
Southampton,2,9.0,5.0
Southampton,2,7.0,4.0
Southampton,1,1.0,3.0
Southampton,0,3.0,3.0
Southampton,1,6.0,4.0
Southampton,1,13.0,12.0
Southampton,1,5.0,5.0
Southampton,1,9.0,5.0
Southampton,2,11.0,5.0
Southampton,2,7.0,2.0
Southampton,1,11.0,5.0
Southampton,3,6.0,5.0
Southampton,3,14.0,8.0
Southampton,1,7.0,3.0
Southampton,0,11.0,6.0
Southampton,2,6.0,0.0
Southampton,2,10.0,6.0
Southampton,2,4.0,1.0
Southampton,3,11.0,6.0
Southampton,1,12.0,7.0
Southampton,2,11.0,0.0
Southampton,1,1.0,2.0
Southampton,1,12.0,2.0
Southampton,1,8.0,6.0
Southampton,1,8.0,3.0
Southampton,2,6.0,6.0
Southampton,0,5.0,6.0
