team,score,attempts_ibox,attempts_obox
Arsenal,3,11.0,2.0
Arsenal,2,3.0,7.0
Arsenal,1,8.0,3.0
Arsenal,4,8.0,5.0
Arsenal,1,6.0,3.0
Arsenal,3,8.0,1.0
Arsenal,4,10.0,5.0
Arsenal,1,7.0,4.0
Arsenal,2,8.0,2.0
Arsenal,1,6.0,1.0
Arsenal,0,2.0,4.0
Arsenal,1,9.0,3.0
Arsenal,2,12.0,10.0
Arsenal,1,9.0,1.0
Arsenal,2,10.0,5.0
Arsenal,1,9.0,3.0
Arsenal,3,14.0,7.0
Arsenal,2,13.0,13.0
Arsenal,2,8.0,7.0
Arsenal,0,5.0,2.0
Arsenal,1,8.0,5.0
Arsenal,2,6.0,2.0
Arsenal,2,6.0,4.0
Arsenal,1,9.0,4.0
Arsenal,0,2.0,1.0
Arsenal,0,9.0,4.0
Arsenal,2,1.0,1.0
Arsenal,1,6.0,1.0
Arsenal,1,11.0,6.0
Arsenal,0,5.0,1.0
Arsenal,3,7.0,3.0
Arsenal,2,13.0,3.0
Arsenal,0,5.0,3.0
Arsenal,0,5.0,4.0
Arsenal,1,7.0,3.0
Arsenal,2,4.0,3.0
Arsenal,1,4.0,5.0
Arsenal,1,7.0,1.0
