team,score,attempts_ibox,attempts_obox
Everton,1,11.0,2.0
Everton,1,5.0,4.0
Everton,1,5.0,6.0
Everton,2,5.0,2.0
Everton,0,7.0,1.0
Everton,1,12.0,4.0
Everton,3,11.0,3.0
Everton,2,7.0,10.0
Everton,1,11.0,3.0
Everton,1,10.0,11.0
Everton,0,5.0,4.0
Everton,3,10.0,3.0
Everton,0,12.0,6.0
Everton,1,6.0,1.0
Everton,2,12.0,7.0
Everton,1,10.0,2.0
Everton,0,9.0,7.0
Everton,3,11.0,4.0
Everton,1,7.0,5.0
Everton,1,4.0,1.0
Everton,0,5.0,1.0
Everton,0,3.0,8.0
Everton,1,7.0,5.0
Everton,0,2.0,1.0
Everton,2,12.0,5.0
Everton,3,9.0,3.0
Everton,1,8.0,3.0
Everton,1,7.0,0.0
Everton,2,16.0,6.0
Everton,1,2.0,6.0
Everton,2,8.0,4.0
Everton,1,9.0,2.0
Everton,2,19.0,5.0
Everton,2,7.0,3.0
Everton,0,9.0,2.0
Everton,1,9.0,5.0
Everton,0,7.0,5.0
Everton,0,7.0,0.0
