team,score,attempts_ibox,attempts_obox
Tottenham Hotspur,3,6.0,1.0
Tottenham Hotspur,2,9.0,6.0
Tottenham Hotspur,1,4.0,8.0
Tottenham Hotspur,2,8.0,7.0
Tottenham Hotspur,1,4.0,6.0
Tottenham Hotspur,2,10.0,3.0
Tottenham Hotspur,2,3.0,5.0
Tottenham Hotspur,2,10.0,4.0
Tottenham Hotspur,0,9.0,5.0
Tottenham Hotspur,2,7.0,4.0
Tottenham Hotspur,0,3.0,2.0
Tottenham Hotspur,5,8.0,5.0
Tottenham Hotspur,3,11.0,3.0
Tottenham Hotspur,1,7.0,10.0
Tottenham Hotspur,1,7.0,5.0
Tottenham Hotspur,2,6.0,3.0
Tottenham Hotspur,4,7.0,6.0
Tottenham Hotspur,0,8.0,9.0
Tottenham Hotspur,3,17.0,14.0
Tottenham Hotspur,1,5.0,2.0
Tottenham Hotspur,3,5.0,3.0
Tottenham Hotspur,0,5.0,4.0
Tottenham Hotspur,1,6.0,3.0
Tottenham Hotspur,1,4.0,9.0
Tottenham Hotspur,1,3.0,2.0
Tottenham Hotspur,3,19.0,4.0
Tottenham Hotspur,0,11.0,5.0
Tottenham Hotspur,0,6.0,5.0
Tottenham Hotspur,2,5.0,10.0
Tottenham Hotspur,2,8.0,1.0
Tottenham Hotspur,1,5.0,3.0
Tottenham Hotspur,3,10.0,5.0
Tottenham Hotspur,1,3.0,2.0
Tottenham Hotspur,1,9.0,2.0
Tottenham Hotspur,0,3.0,5.0
Tottenham Hotspur,1,9.0,2.0
Tottenham Hotspur,2,6.0,7.0
Tottenham Hotspur,2,1.0,2.0
