team,score,attempts_ibox,attempts_obox
Newcastle United,1,1.0,2.0
Newcastle United,1,13.0,9.0
Newcastle United,2,5.0,6.0
Newcastle United,1,4.0,9.0
Newcastle United,3,7.0,5.0
Newcastle United,0,12.0,9.0
Newcastle United,0,7.0,8.0
Newcastle United,1,4.0,3.0
Newcastle United,0,3.0,2.0
Newcastle United,1,16.0,4.0
Newcastle United,1,4.0,4.0
Newcastle United,2,7.0,5.0
Newcastle United,2,1.0,5.0
Newcastle United,2,12.0,9.0
Newcastle United,1,7.0,6.0
Newcastle United,1,4.0,8.0
Newcastle United,0,7.0,4.0
Newcastle United,1,8.0,5.0
Newcastle United,0,4.0,5.0
Newcastle United,0,9.0,3.0
Newcastle United,1,5.0,3.0
Newcastle United,0,3.0,3.0
Newcastle United,4,7.0,5.0
Newcastle United,1,11.0,3.0
Newcastle United,0,2.0,6.0
Newcastle United,0,5.0,5.0
Newcastle United,2,7.0,2.0
Newcastle United,1,1.0,4.0
Newcastle United,1,5.0,2.0
Newcastle United,0,4.0,5.0
Newcastle United,2,3.0,3.0
Newcastle United,0,5.0,6.0
Newcastle United,3,7.0,5.0
Newcastle United,0,3.0,2.0
Newcastle United,0,1.0,2.0
Newcastle United,1,4.0,4.0
Newcastle United,1,7.0,1.0
Newcastle United,1,10.0,2.0
