team,score,attempts_ibox,attempts_obox
Sheffield United,0,7.0,1.0
Sheffield United,3,9.0,5.0
Sheffield United,1,6.0,1.0
Sheffield United,3,5.0,2.0
Sheffield United,1,9.0,1.0
Sheffield United,1,10.0,3.0
Sheffield United,2,14.0,2.0
Sheffield United,0,4.0,6.0
Sheffield United,1,9.0,4.0
Sheffield United,1,12.0,4.0
Sheffield United,2,7.0,3.0
Sheffield United,0,10.0,3.0
Sheffield United,3,5.0,7.0
Sheffield United,3,12.0,1.0
Sheffield United,1,5.0,3.0
Sheffield United,0,11.0,1.0
Sheffield United,0,13.0,4.0
Sheffield United,1,4.0,3.0
Sheffield United,1,10.0,5.0
Sheffield United,1,5.0,0.0
Sheffield United,0,4.0,1.0
Sheffield United,1,7.0,3.0
Sheffield United,0,2.0,2.0
Sheffield United,0,6.0,1.0
Sheffield United,0,3.0,2.0
Sheffield United,1,6.0,4.0
Sheffield United,1,9.0,3.0
Sheffield United,0,2.0,1.0
Sheffield United,0,7.0,1.0
Sheffield United,1,6.0,1.0
Sheffield United,2,6.0,3.0
Sheffield United,1,9.0,1.0
Sheffield United,1,8.0,6.0
Sheffield United,1,9.0,1.0
Sheffield United,0,5.0,4.0
Sheffield United,2,2.0,0.0
Sheffield United,2,3.0,5.0
Sheffield United,1,3.0,5.0
