team,score,attempts_ibox,attempts_obox
Liverpool,5,8.0,2.0
Liverpool,1,16.0,7.0
Liverpool,2,3.0,3.0
Liverpool,4,14.0,7.0
Liverpool,2,8.0,6.0
Liverpool,3,18.0,7.0
Liverpool,4,11.0,5.0
Liverpool,2,12.0,4.0
Liverpool,2,14.0,5.0
Liverpool,1,7.0,3.0
Liverpool,2,14.0,2.0
Liverpool,5,8.0,3.0
Liverpool,2,12.0,3.0
Liverpool,3,9.0,3.0
Liverpool,2,15.0,6.0
Liverpool,2,14.0,4.0
Liverpool,3,18.0,3.0
Liverpool,3,17.0,8.0
Liverpool,4,11.0,4.0
Liverpool,3,7.0,7.0
Liverpool,1,17.0,0.0
Liverpool,3,17.0,3.0
Liverpool,0,9.0,2.0
Liverpool,0,5.0,5.0
Liverpool,0,3.0,4.0
Liverpool,1,11.0,6.0
Liverpool,2,7.0,6.0
Liverpool,2,10.0,3.0
Liverpool,1,12.0,1.0
Liverpool,4,12.0,3.0
Liverpool,3,17.0,0.0
Liverpool,2,9.0,3.0
Liverpool,2,18.0,7.0
Liverpool,1,6.0,4.0
Liverpool,1,8.0,8.0
Liverpool,2,4.0,2.0
Liverpool,3,7.0,8.0
Liverpool,2,9.0,6.0
