team,score,attempts_ibox,attempts_obox
Manchester City,5,17.0,4.0
Manchester City,1,8.0,8.0
Manchester City,1,14.0,15.0
Manchester City,5,12.0,5.0
Manchester City,0,13.0,10.0
Manchester City,4,18.0,4.0
Manchester City,2,5.0,5.0
Manchester City,3,11.0,4.0
Manchester City,1,6.0,4.0
Manchester City,2,20.0,8.0
Manchester City,4,7.0,6.0
Manchester City,1,13.0,3.0
Manchester City,2,8.0,3.0
Manchester City,1,17.0,9.0
Manchester City,2,13.0,2.0
Manchester City,5,13.0,6.0
Manchester City,1,4.0,3.0
Manchester City,1,8.0,5.0
Manchester City,2,6.0,10.0
Manchester City,2,7.0,1.0
Manchester City,4,7.0,8.0
Manchester City,2,17.0,3.0
Manchester City,2,6.0,7.0
Manchester City,2,9.0,2.0
Manchester City,3,7.0,0.0
Manchester City,1,12.0,3.0
Manchester City,3,10.0,0.0
Manchester City,4,6.0,2.0
Manchester City,2,8.0,5.0
Manchester City,5,12.0,0.0
Manchester City,3,14.0,4.0
Manchester City,1,5.0,6.0
Manchester City,0,6.0,3.0
Manchester City,0,15.0,7.0
Manchester City,1,10.0,6.0
Manchester City,1,6.0,8.0
Manchester City,1,16.0,7.0
Manchester City,3,8.0,6.0
