team,score,attempts_ibox,attempts_obox
Burnley,0,6.0,4.0
Burnley,0,11.0,5.0
Burnley,1,7.0,1.0
Burnley,1,17.0,7.0
Burnley,1,6.0,3.0
Burnley,1,6.0,6.0
Burnley,0,4.0,2.0
Burnley,1,7.0,1.0
Burnley,1,12.0,8.0
Burnley,0,1.0,1.0
Burnley,3,5.0,5.0
Burnley,0,6.0,5.0
Burnley,1,4.0,1.0
Burnley,2,6.0,4.0
Burnley,1,5.0,3.0
Burnley,1,6.0,4.0
Burnley,0,1.0,4.0
Burnley,0,3.0,10.0
Burnley,0,5.0,5.0
Burnley,0,7.0,3.0
Burnley,2,10.0,4.0
Burnley,4,8.0,6.0
Burnley,1,6.0,4.0
Burnley,2,5.0,2.0
Burnley,2,7.0,7.0
Burnley,0,6.0,4.0
Burnley,3,8.0,8.0
Burnley,0,1.0,0.0
Burnley,1,5.0,1.0
Burnley,0,3.0,7.0
Burnley,0,10.0,4.0
Burnley,0,3.0,3.0
Burnley,1,7.0,3.0
Burnley,0,4.0,5.0
Burnley,0,3.0,1.0
Burnley,0,6.0,3.0
Burnley,1,6.0,1.0
Burnley,2,11.0,5.0
