team,score,attempts_ibox,attempts_obox
Tottenham Hotspur,1,7.0,3.0
Tottenham Hotspur,2,15.0,9.0
Tottenham Hotspur,4,10.0,10.0
Tottenham Hotspur,2,8.0,4.0
Tottenham Hotspur,1,9.0,3.0
Tottenham Hotspur,4,9.0,3.0
Tottenham Hotspur,4,9.0,7.0
Tottenham Hotspur,2,9.0,4.0
Tottenham Hotspur,0,3.0,4.0
Tottenham Hotspur,1,1.0,2.0
Tottenham Hotspur,1,10.0,5.0
Tottenham Hotspur,3,14.0,6.0
Tottenham Hotspur,0,5.0,3.0
Tottenham Hotspur,2,2.0,3.0
Tottenham Hotspur,2,1.0,3.0
Tottenham Hotspur,2,5.0,4.0
Tottenham Hotspur,3,5.0,6.0
Tottenham Hotspur,1,15.0,8.0
Tottenham Hotspur,0,8.0,1.0
Tottenham Hotspur,4,9.0,2.0
Tottenham Hotspur,1,7.0,4.0
Tottenham Hotspur,2,7.0,5.0
Tottenham Hotspur,2,7.0,4.0
Tottenham Hotspur,2,6.0,3.0
Tottenham Hotspur,1,4.0,2.0
Tottenham Hotspur,1,5.0,4.0
Tottenham Hotspur,1,8.0,0.0
Tottenham Hotspur,0,3.0,4.0
Tottenham Hotspur,0,3.0,5.0
Tottenham Hotspur,3,5.0,9.0
Tottenham Hotspur,1,4.0,2.0
Tottenham Hotspur,1,5.0,3.0
Tottenham Hotspur,1,7.0,7.0
Tottenham Hotspur,0,2.0,3.0
Tottenham Hotspur,1,13.0,6.0
Tottenham Hotspur,1,8.0,1.0
Tottenham Hotspur,6,16.0,6.0
Tottenham Hotspur,5,7.0,2.0
