team,score,attempts_ibox,attempts_obox
Southampton,0,6.0,12.0
Southampton,3,8.0,3.0
Southampton,3,11.0,2.0
Southampton,1,3.0,2.0
Southampton,3,12.0,12.0
Southampton,1,5.0,4.0
Southampton,1,4.0,3.0
Southampton,1,4.0,3.0
Southampton,0,11.0,9.0
Southampton,1,8.0,5.0
Southampton,1,1.0,6.0
Southampton,0,4.0,4.0
Southampton,0,7.0,2.0
Southampton,3,11.0,5.0
Southampton,2,5.0,5.0
Southampton,2,9.0,6.0
Southampton,2,10.0,3.0
Southampton,2,8.0,5.0
Southampton,2,9.0,5.0
Southampton,0,11.0,6.0
Southampton,0,6.0,6.0
Southampton,1,5.0,5.0
Southampton,0,8.0,6.0
Southampton,2,7.0,4.0
Southampton,2,7.0,8.0
Southampton,0,6.0,3.0
Southampton,0,8.0,5.0
Southampton,2,10.0,4.0
Southampton,0,1.0,2.0
Southampton,0,5.0,3.0
Southampton,0,1.0,2.0
Southampton,1,5.0,8.0
Southampton,2,7.0,3.0
Southampton,1,5.0,2.0
Southampton,4,4.0,5.0
Southampton,3,9.0,0.0
Southampton,1,3.0,2.0
Southampton,0,7.0,0.0
